time_s,RequestScannerOn_raw,RecordScannerOn_raw,Periodicity_raw,Phase_raw,Left-Right_raw,Ant.-Post._raw,Head-Feet_raw,MarkerBlockFound_raw
10.44,0.0,0.0,48831.0,40762.0,1536.0,55096.0,65220.0,0.0
10.48,0.0,0.0,50889.0,41423.0,773.0,53456.0,65173.0,0.0
10.52,0.0,0.0,49490.0,42077.0,563.0,52142.0,65235.0,0.0
10.56,0.0,0.0,48092.0,42735.0,829.0,50843.0,65318.0,0.0
10.6,0.0,0.0,46004.0,43392.0,963.0,49248.0,65328.0,0.0
10.64,0.0,0.0,45022.0,44042.0,1329.0,47698.0,65369.0,0.0
10.68,0.0,0.0,42798.0,44703.0,1815.0,45995.0,65389.0,0.0
10.72,0.0,0.0,41266.0,45353.0,2222.0,44352.0,65426.0,0.0
10.76,0.0,0.0,53669.0,46012.0,2188.0,42353.0,65388.0,0.0
10.8,0.0,0.0,64134.0,46667.0,2328.0,40468.0,65398.0,0.0
10.84,0.0,0.0,63148.0,47317.0,2381.0,38638.0,65435.0,0.0
10.88,0.0,0.0,62989.0,47978.0,1921.0,36391.0,65371.0,0.0
10.92,0.0,0.0,62693.0,48625.0,1085.0,34363.0,65380.0,0.0
10.96,0.0,0.0,62122.0,49287.0,602.0,32160.0,65324.0,0.0
11.0,0.0,0.0,61000.0,49939.0,840.0,30225.0,65336.0,0.0
11.04,0.0,0.0,59466.0,50589.0,1085.0,28228.0,65320.0,0.0
11.08,0.0,0.0,60409.0,51236.0,1741.0,26189.0,65286.0,0.0
11.12,0.0,0.0,59977.0,51879.0,2747.0,24515.0,65344.0,0.0
11.16,0.0,0.0,60232.0,52543.0,2885.0,22539.0,65314.0,0.0
11.2,0.0,0.0,40692.0,53198.0,2636.0,20469.0,65247.0,0.0
11.24,0.0,0.0,42053.0,53848.0,1859.0,18389.0,65186.0,0.0
11.28,0.0,0.0,42588.0,54527.0,653.0,16785.0,65263.0,0.0
11.32,0.0,0.0,43673.0,55173.0,118.0,15170.0,65287.0,0.0
11.36,0.0,0.0,47366.0,55838.0,106.0,13501.0,65270.0,0.0
11.4,0.0,0.0,49272.0,56489.0,256.0,11963.0,65273.0,0.0
11.44,0.0,0.0,51725.0,57139.0,371.0,10471.0,65276.0,0.0
11.48,0.0,0.0,49651.0,57805.0,440.0,8814.0,65191.0,0.0
11.52,0.0,0.0,48264.0,58451.0,428.0,7259.0,65117.0,0.0
11.56,0.0,0.0,48659.0,59114.0,475.0,5931.0,65095.0,0.0
11.6,0.0,0.0,51932.0,59768.0,782.0,4918.0,65110.0,0.0
11.64,0.0,0.0,53011.0,60420.0,1224.0,4016.0,65139.0,0.0
11.68,0.0,0.0,52583.0,61083.0,1551.0,3166.0,65137.0,0.0
11.72,0.0,0.0,54893.0,61730.0,1472.0,2535.0,65188.0,0.0
11.76,0.0,0.0,56244.0,62394.0,1393.0,1801.0,65162.0,0.0
11.8,0.0,0.0,55678.0,63047.0,1304.0,1302.0,65167.0,0.0
11.84,0.0,0.0,55250.0,63699.0,1270.0,1171.0,65266.0,0.0
11.88,0.0,0.0,56599.0,64362.0,1195.0,916.0,65266.0,0.0
11.92,0.0,0.0,57401.0,65009.0,1060.0,645.0,65234.0,0.0
11.96,0.0,0.0,56152.0,101.0,1034.0,331.0,65146.0,0.0
12.0,0.0,0.0,56407.0,753.0,1258.0,276.0,65101.0,0.0
12.04,0.0,0.0,58164.0,1404.0,2132.0,444.0,65076.0,0.0
12.08,0.0,0.0,57872.0,2052.0,2436.0,996.0,65147.0,0.0
12.12,0.0,0.0,57307.0,2698.0,2330.0,1463.0,65147.0,0.0
12.16,0.0,0.0,58516.0,3362.0,2209.0,1994.0,65126.0,0.0
12.2,0.0,0.0,59179.0,4016.0,2152.0,2780.0,65161.0,0.0
12.24,0.0,0.0,57797.0,4667.0,2336.0,3617.0,65169.0,0.0
12.28,0.0,0.0,57506.0,5347.0,2979.0,4657.0,65199.0,0.0
12.32,0.0,0.0,54081.0,5994.0,2961.0,5492.0,65159.0,0.0
12.36,0.0,0.0,54064.0,6658.0,1739.0,6480.0,65136.0,0.0
12.4,0.0,0.0,53230.0,7310.0,877.0,7708.0,65160.0,0.0
12.44,0.0,0.0,49538.0,7962.0,591.0,8967.0,65132.0,0.0
12.48,0.0,0.0,51971.0,8627.0,296.0,10398.0,65126.0,0.0
12.52,0.0,0.0,50730.0,9274.0,229.0,12062.0,65182.0,0.0
