time_s,RequestScannerOn [unary],RecordScannerOn [unary],Periodicity [arbitrary unit],Phase [degree],Left-Right [millimeter],Ant.-Post. [millimeter],Head-Feet [millimeter],MarkerBlockFound [unary]
91.28,0.0,1.0000000002165,0.16246589725826002,2.3039756626103998,0.4073914561351999,168.804980463341,407.84288754159996,-1.0
91.32,0.0,1.0000000002165,0.16376290428628001,2.3631993943919998,0.37689233314080006,168.343501556202,406.06194900528,-1.0
91.36,0.0,1.0000000002165,0.16318432398414,2.4271188589524,0.3975821263735999,168.229031239052,405.52246762384,-1.0
91.4,0.0,1.0000000002165,0.16367515751060002,2.4874925661083997,0.41658065585439985,168.320607492772,405.64271347391997,-1.0
91.44,0.0,1.0000000002165,0.16550687145292,2.574028213032,0.43929996558959994,168.639162032498,406.50068386367997,-1.0
91.48,0.0,1.0000000002165,0.16412211764922002,2.6355518955623998,0.4366503190448001,168.569498668061,406.13019664992,-1.0
91.52,0.0,1.0000000002165,0.16488167567620002,2.6972672406552,0.4401455974655999,168.635891452008,406.15619575264,-1.0
91.56,0.0,1.0000000002165,0.16617594061748,2.7618575241839998,0.4433026231359998,168.571788074404,405.79220831456,-1.0
91.6,0.0,1.0000000002165,0.16720148105824,2.8221354000587997,0.44234424034319986,168.46516715043,405.30797502639996,-1.0
91.64,0.0,1.0000000002165,0.1666229007561,2.8874923338372,0.44144223300880014,168.328783943997,404.73274487872,-1.0
91.68,0.0,1.0000000002165,0.16684500978204,2.9493993414924,0.45187169281280015,168.67775488228,405.74345999696,-1.0
91.72,0.0,1.0000000002165,0.1684052571371,3.0108271927416,0.44409187955359997,168.492312968497,404.96348691535997,-1.0
91.76,0.0,1.0000000002165,0.16755795233444,3.0756091388328,0.44521938872160005,168.387654392817,404.47600373936,-1.0
91.8,0.0,1.0000000002165,0.16671064753178,3.13607867727,0.44865829168400007,168.427882532844,404.47275385152,-1.0
91.84,0.0,1.0000000002165,0.16826815280010002,3.201243948486,0.4550850939415998,168.283322875186,403.90727336736,-1.0
91.88,0.0,1.0000000002165,0.17036036498272,3.2646842566404,0.4690098321664,168.520112902662,404.49225317855996,-1.0
91.92,0.0,1.0000000002165,0.16818040602442,3.3261121078895997,0.46979908858399977,168.66369138617299,404.78149319632,-1.0
91.96,0.0,1.0000000002165,0.16786780813606,3.3908940539807997,0.4746473780064,168.677427824231,404.68399656112,-1.0
92.0,0.0,1.0000000002165,0.16942257131764002,3.4509802672932,0.4798339201792001,168.761481742824,404.787992972,-1.0
